17,17,17,17,17,17,17,17,17,17,17,17,17,17,37,30,31,31,30,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,39,33,32,33,33,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,28,28,28,28,28,28,28,17,28,28,28,28,17,37,31,31,30,30,16,40,40,40,40,41,41,22,22,41,41,22,22,41,41,41,40,40,40,16,39,33,32,33,32,17,22,22,22,22,38,39,39,22,22,22,22,22,22,22,17
17,28,29,29,29,29,29,29,28,28,29,29,29,17,37,31,31,31,31,16,40,35,35,35,35,35,23,23,23,23,23,23,34,35,35,34,34,35,16,39,33,32,33,33,17,22,23,23,23,23,32,23,23,23,23,23,23,23,23,17
17,28,29,29,29,29,29,29,29,29,29,29,29,17,17,17,17,17,17,16,40,35,34,35,35,35,23,23,23,23,23,23,34,35,35,35,34,34,16,17,17,17,17,17,17,22,23,23,23,23,23,23,23,23,32,32,23,23,23,17
17,28,29,29,29,29,29,29,17,28,29,29,29,29,29,29,29,29,29,16,41,34,34,35,35,35,23,23,23,23,23,23,34,34,34,35,34,34,16,22,22,22,22,22,22,22,23,32,33,23,23,23,23,23,33,32,33,23,23,17
17,28,29,29,29,29,29,29,17,28,29,29,29,29,29,29,29,29,29,16,22,35,35,35,34,23,23,23,23,23,23,23,23,34,34,35,35,23,16,22,23,23,23,23,23,23,33,32,33,32,23,23,32,33,33,32,33,33,23,17
17,28,29,17,17,17,17,17,17,28,29,29,29,29,29,29,29,29,29,22,22,23,23,23,23,23,23,23,35,35,23,23,23,23,23,23,23,23,22,22,23,23,23,23,23,32,33,32,33,32,23,23,32,33,33,33,33,32,23,17
17,28,29,28,28,28,28,28,17,28,29,29,29,29,29,29,29,29,29,23,22,23,23,23,23,23,23,34,35,35,35,23,23,23,23,23,23,23,23,23,23,23,23,23,23,32,32,32,33,32,32,23,23,33,33,32,32,23,23,17
17,28,29,29,29,29,29,29,17,28,29,29,29,29,29,29,29,29,29,16,22,23,23,23,23,23,23,35,23,23,34,23,23,23,23,23,23,23,16,22,23,23,23,23,23,23,32,33,32,33,32,23,23,32,33,23,23,23,23,17
17,28,29,29,29,29,29,29,17,28,29,29,29,29,29,29,29,29,29,16,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,16,22,23,23,23,23,23,23,23,23,32,33,23,23,23,23,23,23,23,23,23,17
17,28,29,29,17,17,28,29,28,17,28,29,29,29,29,29,29,29,29,16,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,16,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,17
17,28,29,29,17,28,28,29,29,28,17,28,29,29,29,29,29,29,29,16,41,34,35,23,23,23,23,23,23,23,23,23,23,23,23,23,34,34,16,22,23,23,32,32,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,17
17,28,29,29,17,28,29,29,29,29,28,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,22,23,23,23,16,16,16,16,22,16,16,16,22,23,32,33,33,32,23,23,23,23,23,23,33,33,32,32,23,23,23,23,17
